imdb_id,popularity,budget,revenue,cast,director,runtime,genres,production_companies,vote_count,release_year
tt0914798,1.6106200000000002,12500000,20416563,Vera Farmiga|David Thewlis|Rupert Friend|David Hayman|Asa Butterfield,Mark Herman,94,War|Drama,Miramax Films|BBC Films|Heyday Films,746,2008
tt0462499,1.605544,50000000,113244290,Sylvester Stallone|Julie Benz|Matthew Marsden|Reynaldo Gallegos|Jake La Botz,Sylvester Stallone,92,Action|Thriller,Rogue Marble|Nu Image Films|Lionsgate|Millennium Films|Emmett/Furla Films,570,2008
tt0452608,1.5830790000000001,45000000,73762516,Jason Statham|Joan Allen|Ian McShane|Tyrese Gibson|Natalie Martinez,Paul W.S. Anderson,105,Action|Thriller|Science Fiction,Universal Pictures|Cruise/Wagner Productions|Impact Pictures|Relativity Media|Scion Films,743,2008
tt1023481,1.561177,23000000,150816700,Briana Evigan|Robert Hoffman|Will Kemp|Cassie Ventura|Adam G. Sevani,Jon M. Chu,98,Music|Drama|Romance,Summit Entertainment|Offspring Entertainment|Touchstone Pictures,369,2008
tt0970416,1.559851,80000000,233093859,Keanu Reeves|Jennifer Connelly|Kathy Bates|Jaden Smith|John Cleese,Scott Derrickson,103,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Dune Entertainment III|Earth Canada Productions|Hammerhead Productions|3 Arts Entertainment,585,2008
tt0814314,1.531599,55000000,168167691,Will Smith|Rosario Dawson|Sarah Jane Morris|Woody Harrelson|Michael Ealy,Gabriele Muccino,123,Drama,Columbia Pictures|Escape Artists|Relativity Media|Overbrook Entertainment,1235,2008
tt1060277,1.499784,25000000,170764026,Lizzy Caplan|Jessica Lucas|Odette Annable|Michael Stahl-David|Mike Vogel,Matt Reeves,85,Action|Thriller|Science Fiction,Paramount Pictures|Bad Robot,1373,2008
tt0397892,1.480497,150000000,309979994,John Travolta|Miley Cyrus|Susie Essman|Mark Walton|Malcolm McDowell,Chris Williams|Byron Howard,96,Animation|Family|Adventure|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,1119,2008
tt0800039,1.4759879999999999,30000000,105173115,Jason Segel|Kristen Bell|Mila Kunis|Russell Brand|Bill Hader,Nicholas Stoller,111,Comedy|Romance|Drama,Universal Pictures|Apatow Productions,750,2008
tt0455824,1.468543,130000000,49554002,Nicole Kidman|Hugh Jackman|Essie Davis|David Wenham|Bryan Brown,Baz Luhrmann,165,Drama,Bazmark Films|Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment III|ScreenWest,411,2008
tt1068680,1.462377,70000000,225990978,Jim Carrey|Zooey Deschanel|Rhys Darby|Sasha Alexander|Fionnula Flanagan,Peyton Reed,104,Comedy|Romance,The Zanuck Company|Heyday films|Warner Bros.,1032,2008
tt0822832,1.462242,60000000,244082376,Owen Wilson|Jennifer Aniston|Eric Dane|Kathleen Turner|Alan Arkin,David Frankel,115,Comedy|Family,Sunswept Entertainment|Dune Entertainment III,820,2008
tt0758774,1.446456,70000000,113280098,Leonardo DiCaprio|Russell Crowe|Mark Strong|Ali Suliman|Simon McBurney,Ridley Scott,128,Action|Drama|Thriller,Scott Free Productions|De Line Pictures|Warner Bros.,530,2008
tt0887883,1.435434,37000000,163720069,George Clooney|Frances McDormand|Tilda Swinton|Brad Pitt|Richard Jenkins,Ethan Coen|Joel Coen,96,Comedy|Drama,Mike Zoss Productions|Studio Canal|Relativity Media|Focus Features|Working Title Films,738,2008
tt0988595,1.400898,30000000,160259319,Katherine Heigl|James Marsden|Malin Ã…kerman|Judy Greer|Edward Burns,Anne Fletcher,111,Comedy|Romance,Spyglass Entertainment|Fox 2000 Pictures|Dune Entertainment III,610,2008
tt0494238,1.380024,60000000,57490374,Brendan Fraser|Sienna Guillory|Andy Serkis|Eliza Bennett|Paul Bettany,Iain Softley,106,Adventure|Family|Fantasy,New Line Cinema|Internationale Filmproduktion Blackbird Erste,302,2008
tt0478087,1.3772389999999999,35000000,69823199,Jim Sturgess|Kevin Spacey|Kate Bosworth|Aaron Yoo|Liza Lapira,Robert Luketic,123,Drama|Crime,Columbia Pictures|Relativity Media,907,2008
tt0200465,1.354387,20000000,64822796,Jason Statham|Saffron Burrows|Stephen Campbell Moore|Daniel Mays|James Faulkner,Roger Donaldson,112,Thriller|Crime|Drama,Atlas Entertainment|Mosaic Media Group|Omnilab Media|Relativity Media|Skyline (Baker St),413,2008
tt0838283,1.351237,65000000,128107642,Will Ferrell|John C. Reilly|Mary Steenburgen|Richard Jenkins|Adam Scott,Adam McKay,98,Comedy,Columbia Pictures|Mosaic Media Group|Gary Sanchez Productions|Relativity Media|Apatow Productions,678,2008
tt0770752,1.34132,70000000,111231041,Matthew McConaughey|Kate Hudson|Donald Sutherland|Ewen Bremner|Alexis Dziena,Andy Tennant,112,Comedy,De Line Pictures|Warner Bros.,281,2008
tt1023111,1.300453,20000000,41627431,Sean Faris|Amber Heard|Cam Gigandet|Djimon Hounsou|Evan Peters,Jeff Wadlow,115,Drama|Action,Summit Entertainment|Mandalay Pictures|Baumgarten Management and Productions (BMP),276,2008
tt0910936,1.273395,27000000,101624843,Seth Rogen|James Franco|Danny McBride|Gary Cole|Rosie Perez,David Gordon Green,111,Action|Comedy,Columbia Pictures|Apatow Productions,719,2008
tt1125849,1.254928,6000000,44703995,Mickey Rourke|Marisa Tomei|Evan Rachel Wood|Ajay Naidu|Judah Friedlander,Darren Aronofsky,109,Drama|Romance,Saturn Films|Wild Bunch|Protozoa Pictures|Top Rope,539,2008
tt0960731,1.22837,80000000,212874442,Adam Sandler|Keri Russell|Guy Pearce|Courteney Cox|Lucy Lawless,Adam Shankman,99,Fantasy|Comedy|Family|Romance,Walt Disney Pictures|Happy Madison Productions|Gunn Films,599,2008
tt0450314,1.210534,20500000,10089373,Ray Stevenson|Dominic West|Julie Benz|Colin Salmon|Doug Hutchison,Lexi Alexander,102,Action|Crime,Lionsgate|MHF Zweite Academy Film|Marvel Knights|Valhalla Motion Pictures|SGF Entertainment,147,2008
tt0467197,1.172718,35000000,85416905,Mark Wahlberg|Mila Kunis|Beau Bridges|Ludacris|Chris O'Donnell,John Moore,100,Action,Dune Entertainment|Firm Films|Collision Entertainment|Abandon Entertainment|Foxtor Productions,359,2008
tt0790686,1.169851,35000000,72436439,Kiefer Sutherland|Paula Patton|Amy Smart|Cameron Boyce|Erica Gluck,Alexandre Aja,110,Horror|Thriller|Mystery,Regency Enterprises|Castel Film Romania|ASAF|New Regency Pictures|Luna Pictures,238,2008
tt0443274,1.14205499999999,40000000,151161491,Dennis Quaid|Matthew Fox|Forest Whitaker|Sigourney Weaver|William Hurt,Pete Travis,90,Drama|Action|Thriller|Crime,Columbia Pictures|Original Film|Kanzaman|Relativity Media|Art In Motion,455,2008
tt1007028,1.133017,24000000,42105111,Seth Rogen|Elizabeth Banks|Jennifer Schwalbach Smith|Jason Mewes|Gerry Bednob,Kevin Smith,102,Comedy,Blue Askew|View Askew Productions,439,2008
tt0425061,1.1214870000000001,80000000,230685453,Steve Carell|Anne Hathaway|Dwayne Johnson|Alan Arkin|Terence Stamp,Peter Segal,110,Action|Comedy|Thriller,Village Roadshow Pictures|Atlas Entertainment|Mosaic Media Group|Mad Chance|Warner Bros.,637,2008
tt0430922,1.1034680000000001,28000000,92380927,Seann William Scott|Paul Rudd|Elizabeth Banks|Christopher Mintz-Plasse|Bobb'e J. Thompson,David Wain,99,Comedy,Universal Pictures|Internationale Filmproduktion Stella-del-SÃ¼d|Relativity Media|New Regency Pictures|WideAwake,328,2008
tt0364970,1.0647659999999999,70000000,72108608,Vin Diesel|Michelle Yeoh|MÃ©lanie Thierry|Lambert Wilson|Charlotte Rampling,Mathieu Kassovitz,101,Action|Adventure|Science Fiction|Thriller,StudioCanal|M6 Films|Canal+|CinÃ©CinÃ©ma|Babylon,436,2008
tt0780536,1.054819,15000000,32002538,Colin Farrell|Brendan Gleeson|Ralph Fiennes|ClÃ©mence PoÃ©sy|Thekla Reuten,Martin McDonagh,107,Comedy|Drama|Crime,Blueprint Pictures|Scion Films|Film4|Focus Features|Twins Financing,794,2008
tt0824747,1.043504,55000000,113020255,Angelina Jolie|Jeffrey Donovan|John Malkovich|Geoff Pierson|Amy Ryan,Clint Eastwood,141,Crime|Drama|Mystery,Imagine Entertainment|Malpaso Productions|Relativity Media,642,2008
tt0416236,1.019335,90000000,162839667,Freddie Highmore|Mary-Louise Parker|Nick Nolte|Sarah Bolger|Andrew McCarthy,Mark Waters,95,Adventure|Family|Fantasy,Paramount Pictures|The Kennedy/Marshall Company,276,2008
tt0481536,1.01377,12000000,43493123,John Cho|Kal Penn|Neil Patrick Harris|Rob Corddry|Jack Conley,Jon Hurwitz|Hayden Schlossberg,107,Comedy|Adventure,New Line Cinema,317,2008
tt0421073,0.9568399999999999,20000000,65569869,Keanu Reeves|Forest Whitaker|Chris Evans|Hugh Laurie|Martha Higareda,David Ayer,109,Action|Crime|Drama|Thriller,Fox Searchlight Pictures|Regency Enterprises|Dune Entertainment III|Emmett/Furla Films,173,2008
tt0981227,0.951793,9000000,32973937,Michael Cera|Kat Dennings|Aaron Yoo|Alexis Dziena|Ari Graynor,Peter Sollett,89,Comedy|Drama|Music|Romance,Columbia Pictures|Mandate Pictures|Depth of Field|Screen Gems,213,2008
tt0369436,0.943042,80000000,163733697,Reese Witherspoon|Vince Vaughn|Robert Duvall|Mary Steenburgen|Dwight Yoakam,Seth Gordon,88,Comedy|Romance|Drama,New Line Cinema|Spyglass Entertainment|Type A Films|Ott Medien|Wild West Picture Show Productions,221,2008
tt0942903,0.9385549999999999,7000000,8900000,Ben Browder|Amanda Tapping|Christopher Judge|Michael Shanks|Beau Bridges,Robert C. Cooper,97,Adventure|Science Fiction,Metro-Goldwyn-Mayer (MGM)|Kawoosh! Productions DTV I,106,2008
tt0852713,0.931752,25000000,70442940,Anna Faris|Emma Stone|Kat Dennings|Katharine McPhee|Rumer Willis,Fred Wolf,97,Romance|Comedy,Columbia Pictures|Happy Madison Productions|Relativity Media|Alta Loma Entertainment,299,2008
tt1185834,0.900342,8500000,68282844,Matt Lanter|Ashley Eckstein|James Arnold Taylor|Tom Kane|Dee Bradley Baker,Dave Filoni,98,Thriller|Animation|Action|Science Fiction|Adventure,Lucasfilm,261,2008
tt1132626,0.892309,10800000,113857533,Tobin Bell|Costas Mandylor|Scott Patterson|Betsy Russell|Mark Rolston,David Hackl,92,Horror|Thriller|Crime,Lionsgate|Twisted Pictures,437,2008
tt0811138,0.885215,62000000,41819064,Mike Myers|Jessica Alba|Justin Timberlake|Romany Malco|Meagan Good,Marco Schnabel,87,Comedy|Romance,Paramount Pictures|Goldcrest Pictures|Internationale Filmproduktion,144,2008
tt0811080,0.879116,120000000,93945766,Emile Hirsch|Christina Ricci|Matthew Fox|Susan Sarandon|Scott Porter,Lana Wachowski|Lilly Wachowski,135,Family|Action|Science Fiction,Village Roadshow Pictures|Studio Babelsberg|Anarchos Productions|Silver Pictures|Warner Bros.,194,2008
tt0497465,0.866771,15000000,96408652,Scarlett Johansson|Rebecca Hall|Javier Bardem|PenÃ©lope Cruz|Christopher Evan Welch,Woody Allen,96,Drama|Romance,The Weinstein Company|Gravier Productions|Antena 3 Films|TelevisiÃ³ de Catalunya (TV3)|Antena 3 TelevisiÃ³n,563,2008
tt0451079,0.8651049999999989,85000000,297138014,Jim Carrey|Steve Carell|Carol Burnett|Seth Rogen|Will Arnett,Jimmy Hayward|Steve Martino,88,Animation|Comedy|Family|Adventure|Fantasy,Twentieth Century Fox Film Corporation|Blue Sky Studios|Twentieth Century Fox Animation,558,2008
tt0865556,0.826564,55000000,127906624,Jackie Chan|Jet Li|Michael Angarano|Li Bingbing|Collin Chou,Rob Minkoff,104,Action|Adventure|Fantasy,Casey Silver Productions|China Film Co-Production Corporation|Huayi Brothers|Relativity Media,243,2008
tt1034331,0.822759,60000000,73174566,Robert De Niro|Carla Gugino|50 Cent|Al Pacino|Donnie Wahlberg,Jon Avnet,101,Action|Adventure|Crime|Drama|Thriller,Grosvenor Park Media Ltd.|InVenture Entertainment|Millennium Films|Emmett/Furla Films|Nu-Image Films,195,2008
tt0800241,0.8027850000000001,15000000,5926410,Woody Harrelson|Emily Mortimer|Kate Mara|Eduardo Noriega|Thomas Kretschmann,Brad Anderson,111,Thriller|Crime|Mystery,Lietuvos Kinostudija|Scout Productions|Telecinco Cinema|Castelao Producciones|Canal+ EspaÃ±a,71,2008
tt0988047,0.798582,22000000,23530831,Don Cheadle|Guy Pearce|Neal McDonough|SaÃ¯d Taghmaoui|Alyy Khan,Jeffrey Nachmanoff,114,Drama|Action|Thriller|Crime,Hyde Park Films|Crescendo Productions|Mandeville Films|Overture Films,98,2008
tt0960144,0.787623,90000000,201596308,Adam Sandler|John Turturro|Emmanuelle Chriqui|Nick Swardson|Lainie Kazan,Dennis Dugan,113,Comedy|Action,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing,606,2008
tt1034303,0.7859510000000001,32000000,51155219,Daniel Craig|Liev Schreiber|Jamie Bell|Alexa Davalos|Allan Corduner,Edward Zwick,137,Action|Drama|History|War,"Paramount Vantage|Grosvenor Park Productions|Bedford Falls Company, The|Defiance Productions|Pistachio Pictures",344,2008
tt0880578,0.774511,35000000,32483410,Diane Lane|Billy Burke|Colin Hanks|Joseph Cross|Mary Beth Hurt,Gregory Hoblit,101,Drama,Lakeshore Entertainment|Cohen/Pearl Productions|Screen Gems,119,2008
tt0482606,0.764367,9000000,82391145,Liv Tyler|Scott Speedman|Alex Fisher|Peter Clayton-Luce|Gemma Ward,Bryan Bertino,90,Thriller|Horror|Mystery,Rogue Pictures|Vertigo Entertainment,241,2008
tt1013753,0.7596729999999989,20000000,54586584,Sean Penn|Emile Hirsch|James Franco|Josh Brolin|Diego Luna,Gus Van Sant,128,History|Drama,Focus Features,325,2008
tt0462465,0.749838,50000000,7033683,Jim Caviezel|Sophia Myles|Jack Huston|Ron Perlman|John Hurt,Howard McCain,115,Fantasy|Action|Science Fiction,Ascendant Pictures|Rising Star|VIP Medienfonds 4|Virtual Films|Outlander Productions,167,2008
tt0443701,0.748854,30000000,68369434,David Duchovny|Gillian Anderson|Amanda Peet|Billy Connolly|Xzibit,Chris Carter,104,Drama|Mystery|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Ten Thirteen Productions|Dune Entertainment III|Crying Box Productions,312,2008
tt0918927,0.743689,20000000,50907234,Amy Adams|Philip Seymour Hoffman|Meryl Streep|Viola Davis|Alice Drummond,John Patrick Shanley,104,Drama|Mystery,Miramax Films,197,2008
tt0970411,0.721663,55000000,17869048,Saoirse Ronan|Harry Treadaway|Mary Kay Place|Bill Murray|Martin Landau,Gil Kenan,90,Adventure|Family|Fantasy,Playtone|Walden Media,358,2008
tt0866439,0.720175,40000000,84601681,Patrick Dempsey|Michelle Monaghan|Kevin McKidd|Chris Messina|Richmond Arquette,Paul Weiland,101,Comedy|Romance,Columbia Pictures|Original Film,240,2008
tt0800240,0.715969,25000000,17741298,Hugh Jackman|Ewan McGregor|Michelle Williams|Bruce Altman|Andrew Ginsburg,Marcel Langenegger,107,Drama|Thriller|Crime|Mystery,Rifkin-Eberts|Dune Entertainment III|Seed Productions,107,2008
tt1032755,0.714882,18000000,25739015,Mark Strong|Tom Wilkinson|Toby Kebbell|Gerard Butler|Tom Hardy,Guy Ritchie,114,Action|Crime|Thriller,StudioCanal|Dark Castle Entertainment|Toff Guy Films|Warner Bros.,508,2008
tt0406759,0.709809,12000000,56309766,Jessica Alba|Alessandro Nivola|Parker Posey|Rade Serbedzija|Fernanda Romero,David Moreau|Xavier Palud,98,Drama|Horror|Thriller,Paramount Vantage|VN Productions,171,2008
tt0974554,0.7023020000000001,13000000,14894347,PenÃ©lope Cruz|Ben Kingsley|Patricia Clarkson|Peter Sarsgaard|Dennis Hopper,Isabel Coixet,112,Drama|Romance,Lakeshore Entertainment,37,2008
tt0814022,0.6964060000000001,45000000,42487390,Nicolas Cage|Shahkrit Yamnarm|Charlie Yeung|Panward Hemmanee|Nirattisai Kaljaruek,Oxide Pang Chun|Danny Pang,99,Action|Crime|Thriller,Virtual Studios|Initial Entertainment Group|Saturn Films|International Production Company|Blue Star Pictures,231,2008
tt1073498,0.68675,30000000,84646831,Sean Maguire|Carmen Electra|Ken Davitian|Kevin Sorbo|Diedrich Bader,Jason Friedberg|Aaron Seltzer,84,Comedy,Regency Enterprises|New Regency Pictures,182,2008
tt0489281,0.68078,25000000,11207130,Ryan Phillippe|Abbie Cornish|Joseph Gordon-Levitt|Channing Tatum|Josef Sommer,Kimberly Peirce,113,Drama|War,Paramount Pictures|Scott Rudin Productions|MTV Films|Peirce Pictures,37,2008
tt0861689,0.6664140000000001,25000000,19844979,Mark Ruffalo|Julianne Moore|Gael GarcÃ­a Bernal|Danny Glover|Alice Braga,Fernando Meirelles,121,Drama|Mystery|Science Fiction|Thriller,Rhombus Media|O2 Filmes|TÃ©lÃ©film Canada|Bee Vine Pictures|Alliance Films,187,2008
tt0831887,0.66173,60000000,39031337,Gabriel Macht|Scarlett Johansson|Samuel L. Jackson|Eva Mendes|Paz Vega,Frank Miller,103,Action|Comedy|Thriller|Crime|Science Fiction,DC Comics|Lionsgate|Odd Lot Entertainment|Media Magik Entertainment|Dark Lot Entertainment,205,2008
tt1073241,0.651467,11500000,186702,Kate Beckinsale|Matt Dillon|Angela Bassett|Alan Alda|Preston Bailey,Rod Lurie,108,Drama|Thriller,Battleplan Productions|Yari Film Group,58,2008
tt0800308,0.646243999999999,20000000,20211394,Viggo Mortensen|Ed Harris|RenÃ©e Zellweger|Jeremy Irons|Timothy Spall,Ed Harris,115,Drama|Western|Crime,New Line Cinema|Groundswell Productions|Axon Films,154,2008
tt0865554,0.6450640000000001,18000000,382174,Billy Bob Thornton|Kim Basinger|Mickey Rourke|Winona Ryder|Jon Foster,Gregor Jordan,98,Action|Adventure|Crime|Drama|Thriller,Senator Entertainment Co,29,2008
tt0949731,0.642656,60000000,163403799,Mark Wahlberg|Zooey Deschanel|John Leguizamo|Spencer Breslin|Betty Buckley,M. Night Shyamalan,91,Thriller|Science Fiction,Spyglass Entertainment|Twentieth Century Fox Film Corporation|Dune Entertainment|UTV Motion Pictures|Blinding Edge Pictures,490,2008
tt0483607,0.634961,30000000,22211426,Rhona Mitra|Bob Hoskins|Malcolm McDowell|Alexander Siddig|David O'Hara,Neil Marshall,105,Action|Thriller|Science Fiction,Rogue Pictures|Intrepid Pictures|Scion Films|Moonlighting Films|Internationale Filmproduktion Blackbird Dritte,162,2008
tt0396707,0.634256,12000000,7070330,Ioan Gruffudd|Dakota Blue Richards|Tim Curry|Augustus Prew|Natascha McElhone,GÃ¡bor CsupÃ³,103,Adventure|Fantasy|Drama|Science Fiction|Romance,South Pacific Pictures|Metropolitan Filmexport|Spice Factory|UK Film Council|The Australian Film Commission,52,2008
tt1185616,0.630893,2000000,11125849,Ari Folman|Ron Ben-Yishai|Dror Harazi|Ronny Dayag,Ari Folman,90,Drama|Animation|War,Les Films d'Ici|Bridgit Folman Film Gang|Razor Film Produktion,168,2008
tt1000774,0.6204890000000001,65000000,415252786,Sarah Jessica Parker|Kim Cattrall|Cynthia Nixon|Kristin Davis|Chris Noth,Michael Patrick King,145,Comedy|Drama|Romance,New Line Cinema|Darren Star Productions|Home Box Office (HBO),309,2008
tt1031969,0.615524,15000000,8762890,Rainn Wilson|Josh Gad|Christina Applegate|Emma Stone|Teddy Geiger,Peter Cattaneo,102,Comedy|Music,Fox Atomic,78,2008
tt0420238,0.6067,60000000,50877145,Matthew Broderick|Dustin Hoffman|Emma Watson|Tracey Ullman|Kevin Kline,Robert Stevenhagen|Sam Fell,100,Animation|Comedy|Family,Universal Pictures Corporation,174,2008
tt0426592,0.598695,35000000,25871834,Drake Bell|Sara Paxton|Leslie Nielsen|Christopher McDonald|Jeffrey Tambor,Craig Mazin,85,Action|Comedy|Science Fiction,Dimension Films,170,2008
tt0416212,0.595488,11000000,38105395,Dakota Fanning|Queen Latifah|Jennifer Hudson|Sophie Okonedo|Alicia Keys,Gina Prince-Bythewood,114,Adventure|Drama,Fox Searchlight Pictures,80,2008
tt0974613,0.593722,15000000,1143856,Romola Garai|Antonio Banderas|Laura Linney|Liam Neeson|Abigail Canton,Richard Eyre,90,Drama|Thriller|Mystery|Romance,Rainmark Films,25,2008
tt1014775,0.589940999999999,20000000,149281606,Drew Barrymore|Piper Perabo|Andy GarcÃ­a|George Lopez|Paul RodrÃ­guez,Raja Gosnell,91,Adventure|Comedy|Family,Walt Disney Pictures,118,2008
tt0959337,0.579469999999999,35000000,75225693,Leonardo DiCaprio|Kate Winslet|Michael Shannon|David Harbour|Kathryn Hahn,Sam Mendes,119,Drama|Romance,DreamWorks SKG|Scott Rudin Productions|BBC Films|Neal Street Productions|Evamere Entertainment,430,2008
tt0862846,0.5769890000000001,5000000,16174377,Amy Adams|Emily Blunt|Alan Arkin|Mary Lynn Rajskub|Eric Christian Olsen,Christine Jeffs,102,Comedy|Drama,Back Lot Pictures|Overture Films|Big Beach Films,111,2008
tt0785035,0.5319050000000001,8500000,8936663,Tony Jaa|Sarunyu Wongkrachang|à¸ªà¸£à¸žà¸‡à¸©à¹Œ à¸Šà¸²à¸•à¸£à¸µ|Primorata Dejudom,Tony Jaa|Panna Rittikrai,98,Adventure|Action|Thriller,Iyara Films,88,2008
tt0482572,0.5273979999999989,30000000,31148328,Edward Norton|Jon Voight|Colin Farrell|Noah Emmerich|Jennifer Ehle,Gavin O'Connor,130,Thriller|Crime|Drama,New Line Cinema|Solaris Film|Avery Pix|O'Connor Brothers|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,118,2008
tt0871426,0.517412,30000000,63833449,Tina Fey|Amy Poehler|Dax Shepard|Sigourney Weaver|Greg Kinnear,Michael McCullers,99,Comedy,Relativity Media|Michaels-Goldwyn,130,2008
tt0844671,0.5134380000000001,7000000,6230276,Drake Bell|Andrew Caldwell|Andree Moss|Carolyn Moss|Wendy Talley,Deb Hagan,94,Comedy,Metro-Goldwyn-Mayer (MGM),16,2008
tt0412536,0.5052909999999989,20000000,13204291,Matthew Goode|Ben Whishaw|Hayley Atwell|Emma Thompson|Michael Gambon,Julian Jarrold,133,Drama|Romance,BBC Films|Ecosse Films|HanWay Films|UK Film Council|2 Entertain,30,2008
tt0844286,0.49916499999999997,20000000,5530764,Rachel Weisz|Adrien Brody|Mark Ruffalo|Rinko Kikuchi|Robbie Coltrane,Rian Johnson,114,Adventure|Comedy|Drama|Romance,The Weinstein Company|Summit Entertainment|Endgame Entertainment,110,2008
tt0765476,0.498026,60000000,50650079,Eddie Murphy|Elizabeth Banks|Gabrielle Union|Scott Caan|Ed Helms,Brian Robbins,90,Comedy|Science Fiction|Adventure|Family,20th Century Fox|Regency Enterprises|Guy Walks into a Bar Productions|Deep River Productions,205,2008
tt1082868,0.481188,12000000,40855419,Jennifer Carpenter|Steve Harris|Jay Hernandez|Johnathon Schaech|Columbus Short,John Erick Dowdle,89,Horror|Science Fiction|Thriller,Vertigo Entertainment|Screen Gems|Andale Pictures,165,2008
tt0902272,0.480116,3500000,5231128,David Boreanaz|Neil Patrick Harris|Brooke Shields|Jeremy Sisto|Kyle MacLachlan,Dave Bullock,75,Action|Adventure|Animation|Science Fiction,Warner Bros. Entertainment|DC Comics,66,2008
tt1103275,0.45518000000000003,12000000,3148182,Joaquin Phoenix|Gwyneth Paltrow|Isabella Rossellini|Vinessa Shaw|Moni Moshonov,James Gray,110,Drama|Romance,2929 Productions,76,2008
tt0449487,0.45360200000000006,25000000,2000000,Anne Hathaway|Patrick Wilson|Andre Braugher|Dianne Wiest|David Morse,Rodrigo GarcÃ­a,93,Drama|Mystery|Thriller|Romance,TriStar Pictures|Mandate Pictures|Persistent Entertainment|Senator International|Intuition Films,111,2008
tt0469903,0.45091099999999995,40000000,9793496,Rob Brown|Dennis Quaid|Darrin Henson|Charles S. Dutton|Aunjanue Ellis,Gary Fleder,130,Drama,Davis Entertainment|Relativity Media|IDEA Filmproduktions,39,2008
tt0409345,0.43644099999999997,3500000,1115493,Julia Ormond|Bill Pullman|Pell James|Caroline Aaron|Hugh Dillon,Jennifer Chambers Lynch,97,Thriller,Blue Rider Pictures|Lago Films|See Film,35,2008
tt0430770,0.436406,16000000,50007546,Cloris Leachman|India Ennenga|Annette Bening|Eva Mendes|Debra Messing,Diane English,114,Comedy|Drama|Romance,New Line Cinema,60,2008
tt0848538,0.432911,10000000,22896728,Jay Chou|Charlene Choi|Eric Tsang|Wang Gang|Chen Bolin,Chu Yen-ping,100,Action|Adventure|Comedy,Emperor Motion Pictures|Shanghai Film Group|Chang-Hong Channel Film & Video Co.,32,2008
tt1101026,0.42702299999999893,2000000,38135878,Konstantin Khabenskiy|Elizaveta Boyarskaya|Sergei Bezrukov|Anna Kovalchuk|Egor Beroev,Andrey Kravchuk,123,Action|Drama|History|War,Film Direction,28,2008
tt0482603,0.421518,37000000,63800345,Andy Samberg|Cheryl Hines|Jeff Daniels|Stanley Tucci|Patrick Warburton,Kirk De Micco,81,Animation|Family,Starz Media|Starz Animation|Odyssey Entertainment|Studiopolis|Vanguard Animation,60,2008
tt0947802,0.417779,20000000,27640028,Samuel L. Jackson|Patrick Wilson|Kerry Washington|Ron Glass|Justin Chambers,Neil LaBute,110,Drama|Crime|Thriller,Screen Gems|Overbrook Entertainment,147,2008
tt0449994,0.389554,8376800,13000000,Hrithik Roshan|Aishwarya Rai Bachchan|Sonu Sood|Kulbhushan Kharbanda|Rajesh Vivek,Ashutosh Gowariker,213,Action|Adventure|Drama|Foreign|History,UTV Motion Pictures|Ashutosh Gowariker Productions Pvt. Ltd.,48,2008
tt1024715,0.382852,3000000,3830137,Anjelica Huston|Kelly Macdonald|Sam Rockwell|Clark Gregg|Brad William Henke,Clark Gregg,92,Comedy|Drama,Fox Searchlight Pictures|Contrafilm|ATO Pictures|Aramid Entertainment Fund|Dune Entertainment III,54,2008
tt1082886,0.371517,6000000,2899975,Ben Kingsley|Famke Janssen|Josh Peck|Olivia Thirlby|Mary-Kate Olsen,Jonathan Levine,99,Drama,SBK Pictures|Occupant Entertainment,40,2008
tt0486674,0.36839099999999997,25000000,6673422,Bruce Willis|Robert De Niro|Sean Penn|Robin Wright|Stanley Tucci,Barry Levinson,104,Comedy|Drama,2929 Productions|Linson Entertainment|Art Linson Productions|Tribeca Productions,68,2008
tt1018818,0.345926,11500000,69564,Mischa Barton|Reece Thompson|Bruce Willis|Michael Rapaport|Kathryn Morris,Brett Simon,93,Comedy|Crime|Mystery|Thriller,Vertigo Entertainment|Yari Film Group,53,2008
tt1213644,0.812489,25000000,14109284,Matt Lanter|Vanessa Lachey|Nicole Ari Parker|Crista Flanagan|Gary 'G. Thang' Johnson,Jason Friedberg|Aaron Seltzer,87,Action|Comedy,Grosvenor Park Media Ltd.|LionsGate|3 in the Box,130,2008
tt1046997,0.359217,45000000,9323833,Derek Luke|Michael Ealy|Laz Alonso|John Turturro|Valentina Cervi,Spike Lee,160,Thriller|Drama|Action|Crime|War,Rai Cinema|40 Acres & A Mule Filmworks|Touchstone Pictures|On My Own,51,2008
tt1046163,0.33511599999999997,20000000,36620508,Dane Cook|Kate Hudson|Alec Baldwin|Jason Biggs|Diora Baird,Howard Deutch,101,Comedy,Lionsgate|New Wave Entertainment|Management 360|Terra Firma Films|Superfinger Entertainment,127,2008
tt0869994,0.333395,19000000,23550000,Juliette Binoche|Romain Duris|Fabrice Luchini|Albert Dupontel|FranÃ§ois Cluzet,CÃ©dric Klapisch,130,Drama,France 2 CinÃ©ma|Canal+|Studio Canal|TPS Star|Ce Qui Me Meut Motion Pictures,48,2008
