imdb_id,popularity,budget,revenue,cast,director,runtime,genres,production_companies,vote_count
tt1205913,0.235312,0,0,Nicole de Boer|Sebastian Spence|Jerry Wasserman|Winston Rekert|Colby Johannson,Tibor TakÃ¡cs,90,Drama|Action|Science Fiction|Thriller,Fast Productions Ltd.|Fast (Tornado) Productions,10
tt0887971,0.23477199999999998,6000000,391410,Kim Basinger|Lukas Haas|Craig Sheffer|Luke Gair|Leonard Wu,Susan Montford,108,Action|Adventure|Drama|Horror|Thriller,Grosvenor Park Media Ltd.|Insight Film Studios|Redwood Palms Pictures|Victoria Filmproduktion|Proud Mary Entertainment,18
tt1152850,0.232479,200000,0,Michelle Williams|Will Patton|Will Oldham|John Robinson|Lucy,Kelly Reichardt,80,Drama,Glass Eye Pix|Film Science|Washington Square Films|Field Guide Films,27
tt0906734,0.447804,6700000,0,Lena Headey|Ulrich Thomsen|Melvil Poupaud|Michelle Duncan|Asier Newman,Sean Ellis,88,Thriller|Drama|Horror,Gaumont|Left Turn Films|Ugly Duckling Films|Gaumont International|Thriller,31
tt0813980,0.230107,0,0,Kiefer Sutherland|Cherry Jones|Bob Gunton|Colm Feore|Jon Voight,Jon Cassar,102,Action|Adventure|Crime,Imagine Television|Teakwood Lane Productions|Real Time Productions,99
tt1323946,0.22991599999999998,0,0,Noureen DeWulf|Karley Scott Collins|Rider Strong|Brittany Finamore|Georgina Rylance,Joel Soisson,91,Horror|Thriller,Dimension Extreme,12
tt0827713,0.25704099999999996,0,0,Anna Mouglalis|Edouard Baer|Jean Rochefort|Jean-Pierre Kalfon|Laurent Terzieff,Samuel Benchetrit,108,Drama|Comedy|Crime,Virtual Films,15
tt1139800,0.22710999999999998,0,0,Fabrice Luchini|Roschdy Zem|Louise Bourgoin|StÃ©phane Audran|Gilles Cohen,Anne Fontaine,95,Comedy|Drama|Foreign|Romance,Warner Bros.,18
tt0494652,0.224471,35000000,43650785,Martin Lawrence|James Earl Jones|Margaret Avery|Joy Bryant|Cedric the Entertainer,Malcolm D. Lee,114,Comedy|Drama,Universal Pictures|Spyglass Entertainment,31
tt0363780,0.224208,1500000,0,Alec Baldwin|Emma Roberts|Kieran Culkin|Cynthia Nixon|Rory Culkin,Derick Martini,95,Comedy|Drama,Cappa Productions|Bartlett Films|Cappa Defina Productions|El Dorado Pictures,17
tt1295909,0.22274699999999997,0,0,Jeff Dunham|Brian Haner,Michael Simon,85,Comedy,Levity Productions,16
tt0985025,0.22223,4300000,0,Skye Bennett|Noah Huntley|Dominique McElligott|Ronald Pickup|William Hope,Pete Riski,85,Fantasy|Horror,Solar Films|Yleisradio (YLE)|Icelandic Filmcompany|Kisi Production,28
tt1110626,0.222071,0,0,Matt Lanter|Francia Almendarez|Sarah Gadon|Benjamin Hollingsworth|Alycia Purrott,Stuart Gillard,90,Comedy|Drama|Romance,Metro-Goldwyn-Mayer (MGM),19
tt0453548,0.220417,0,414404,Kate Beckinsale|Sam Rockwell|Michael Angarano|Olivia Thirlby|Amy Sedaris,David Gordon Green,106,Drama|Romance,Crossroads Films,18
tt0846308,0.219277,0,0,Abigail Breslin|Chris O'Donnell|Julia Ormond|Stanley Tucci|Joan Cusack,Patricia Rozema,101,Comedy|Drama|Family,New Line Cinema|Goldsmith-Thomas Productions|Red Om Films|HBO Films|Picturehouse,21
tt1072755,0.154973,0,0,Jason Dolley|Luke Benward|Nicholas Braun|Chelsea Kane|Kellie Cockrell,Lev L. Spiro,98,TV Movie|Comedy|Science Fiction|Family|Adventure,Disney Channel|Salty Pictures,35
tt1156506,0.279117,5750000,0,Louis Koo|Barbie Hsu|Nick Cheung|Liu Ye|Fan Siu-Wong,Benny Chan,110,Thriller,Emperor Motion Pictures|Warner China Film HG Corporation|Armor Entertainment|BNJArmor|Sirius Pictures International,13
tt1117667,0.214856,21000000,0,Stephen Dorff|Caterina Murino|Val Kilmer|Greg Bryk|Stephen McHattie,Duane Clark,173,Action|Crime|Mystery,Prodigy Pictures|Cipango,25
tt0470679,0.21403899999999998,0,0,Josh Hartnett|Adam Scott|Robin Tunney|Andre Royo|Naomie Harris,Austin Chick,88,Drama,Original Media,10
tt1104083,0.204746,2500000,0,Javier BeltrÃ¡n|Robert Pattinson|Matthew McNulty|Marina Gatell|Adria Allue,Paul Morrison,112,Drama|Romance,APT Films,18
tt0790799,0.204302,0,0,Tom Budge|Josef Ber|Joel Edgerton|Leon Ford|Samuel Johnson,Tatia Rosenthal,78,Animation|Drama,Australian Film Finance Corporation,18
tt0893532,0.19789,0,0,Don McManus|Ryanne Duzich|Teddy Dunn|Daniel Franzese|Agnes Bruckner,Chris Moore,82,Horror|Thriller,Bender-Spink Inc.,15
tt0473367,0.193779,2300000,11100000,Imran Khan|Genelia D'Souza|Manjari Phadnis|Prateik Babbar|Sugandha Garg,Abbas Tyrewala,155,Drama|Comedy|Romance,PVR Cinemas,18
tt0475998,0.376053,0,0,Phil Vischer|Mike Nawrocki|Cam Clarke|Laura Gerow|Yuri Lowenthal,Mike Nawrocki,85,Adventure|Animation|Comedy|Science Fiction|Family,Starz Animation|Big Idea Productions|Arc Productions,20
tt1265589,0.186719,0,0,Robert Clotworthy|Dan Didio|Len Wein|Christopher Nolan|Christian Bale,Steven Smith,45,Documentary,Warner Bros. Pictures,13
tt0970462,0.284963,8000000,0,Michael ParÃ©|Wilson Bethel|Mitch Eakins|Erik Eidem|Brandon Fobbs,Uwe Boll,92,Action|Drama|War,Boll KG|Horst Hermann Medienproduktion|ZenHQ Films,10
tt1176954,0.18099200000000001,0,0,Bouli Lanners|Fabrice Adde|Philippe Nahon|Didier Toupy|FranÃ§oise ChichÃ©ry,Bouli Lanners,85,Comedy|Drama|Foreign,Versus Production,16
tt0920470,0.180391,0,0,Daniel Auteuil|Olivia Bonamy|Catherine Marchal|Francis Renaud|GÃ©rald Laroche,Olivier Marchal,125,Crime|Drama|Thriller,Gaumont|Medusa Produzione|LGM Productions|Hassen Brahiti / Studio Canal,28
tt1224366,0.318063,0,0,Ezra Miller|Jeremy Allen White|Emory Cohen|Michael Stuhlbarg|Rosemarie DeWitt,Antonio Campos,122,Drama|Mystery,BorderLine Films|Hidden St. Productions,16
tt0783532,0.178752,0,0,Daniel Buckland|Robert Hobbs|Rapulana Seiphemo|Jeffrey Zekele|Ronnie Nyakale,Ralph Ziman,120,Drama|Action|Crime|Foreign,Muti Films,11
tt0972883,0.17666500000000002,2500000,0,Brian Cox|Noel Fisher|Tom Sizemore|Kyle Gallner|Shiloh Fernandez,Lucky McKee|Trygve Allister Diesen,90,Drama|Thriller,Billy Goat Pictures|Tenk,15
tt1292594,0.17363900000000002,0,0,James Wolk|Treat Williams|Mike Pniewski|Patricia Heaton|Sarah Drew,Peter Werner,95,Drama,Hallmark Entertainment|Hallmark Hall of Fame Productions,22
tt0443435,0.172791,15000000,0,Robert Patrick|Jessica Lowndes|Jenette Goldstein|Michael Bowen|Robert LaSardo,Adam Gierasch,84,Horror|Thriller,A-Mark Entertainment|FlipZide Pictures|Project 8 Films|Parallel Media|Voodoo Production Services,21
tt0914797,0.168979,5000000,4040588,Alan Rickman|Chris Pine|Bill Pullman|Rachael Taylor|Freddy RodrÃ­guez,Randall Miller,110,Comedy|Drama,Zininsa Film Production|Intellectual Properties Worldwide,31
tt1134801,0.16875,0,0,Didier Bourdon|Marc-AndrÃ© Grondin|BÃ©rÃ©nice Bejo|Chantal Neuwirth|GÃ©rard Depardieu,Michel Delgado,101,Comedy,Gaumont,12
tt1107859,0.19719,10000000,0,Steven Seagal|Holly Dignard|Chris Thomas King|Michael Filipowich|Isaac Hayes,Jeff King,96,Action|Thriller,Nu Image Films|Peace Arch Entertainment Group|Insight Film Studios|Steamroller Productions|Canadian Film or Video Production Tax Credit (CPTC),15
tt0435679,0.161881,0,0,Elisabeth Harnois|Ignacio Serricchio|Jennifer Grey|Jesse McCartney,Todd Kessler,93,Drama|Family|Romance,Image Entertainment,90
tt1018723,0.160986,0,0,Masi Oka|Nate Torrence|Jayma Mays|Larry Miller|Patrick Warburton,Gil Junger,71,Action|Comedy,Mosaic Media Group|Mad Chance|Warner Premiere,17
tt1052040,0.16095,0,0,Dennis Chan|Tim Chiou|Amy Smart,Eduardo SÃ¡nchez,87,Horror,Haxan Films,10
tt0948535,0.158418,0,850575,GÃ©rard Jugnot|Clovis Cornillac|Kad Merad|Nora Arnezeder|Pierre Richard,Christophe Barratier,120,Drama,GalatÃ©e Films|Novo Arturo Films|Constantin Film Produktion|PathÃ©|France 2 CinÃ©ma,14
tt0988849,0.201483,0,0,Nichola Burley|Sian Breckin|Jaime Winstone|Robert Boulter|Tom Burke,Olly Blackburn,99,Horror|Drama|Thriller|Crime,Warp X|Madman Entertainment,19
tt1236370,0.156827,515788,0,Wu Jing|Celina Jade|Kara Hui|Hui Siu-Hung|Sammy Leung,Nicky Li Chung-Chi,89,Action|Adventure|Foreign,Seasonal Film Corporation|Gold Label Entertainment|Neway Star Pictures,13
tt0833960,0.19986500000000001,0,0,Gillian Jacobs|John Malkovich|Ryan Simpkins|Tom Arnold|Kevin Zegers,Damian Harris,110,Crime|Drama,Shoot Productions|Sobini Films|Station3|Fastback Pictures|La Nuit Americaine,12
tt1249171,0.156088,0,0,Sam Dunn,Sam Dunn,93,Documentary|Music,Banger Productions,13
tt0974977,0.15575999999999898,0,0,Charlee Danielson|Anthony Sneed|Ginger Starr|John A. Thorburn|Tom Kohut,Frank Henenlotter,84,Fantasy|Horror,Bad Biology,20
tt0903627,0.281186,6000000,1300000,Tilda Swinton|Kate del Castillo|Aidan Gould|Bruno Bichir|Horacio Garcia Rojas,Erick Zonca,138,Drama,Le Bureau|Jaibol Films,10
tt0963208,0.154248,0,0,Morgan Spurlock,Morgan Spurlock,93,Documentary,Non Linear Films,10
tt1185264,0.152386,0,0,Arielle Kebbel|Sarah Carter|Stephen Dillane|Andrew-Lee Potts|Alex Wyndham,Paddy Breathnach,98,Foreign|Horror|Thriller,Generator Entertainment|Northern Ireland Screen|Geronimo Films|Framestore CFC,15
tt1105733,0.14765699999999898,4180000,11000000,Shahid Kapoor|Vidya Balan|Juhi Chawla|Om Puri|Vishal Malhotra,,153,Drama|Comedy|Romance|Foreign,Tips Industries,11
tt1286809,0.258333,0,0,Isabelle Adjani|Denis PodalydÃ¨s|Jackie Berroyer|Yann Collette|Karim Zakraoui,Jean-Paul Lilienfeld,88,Drama,Mascaret Films,25
tt0460810,0.464581,0,900689,John Malkovich|Colin Hanks|Emily Blunt|Ricky Jay|Steve Zahn,Sean McGinly,87,Comedy|Drama,Bristol Bay Productions|Playtone,40
tt0865297,0.14485399999999898,0,0,Toni Collette|Rhys Wakefield|Luke Ford|Gemma Ward|Lisa Kowalski,Elissa Down,97,Drama,Black Balloon Productions,12
tt1076240,0.142175,0,0,Olivia Williams|Imogen Poots|Greta Scacchi|Hugh Bonneville|Jack Huston,Jeremy Lovering,90,Drama,British Broadcasting Corporation (BBC)|NOVA/WGBH Boston,10
tt0833557,0.137976,0,0,Zach Galifianakis|Judy Greer|MÃ­a Maestro|Missi Pyle|James Le Gros,Jared Drake,90,Comedy,Fireside Film,13
tt0867334,0.135015,0,0,Jessica Chastain|Dermot Mulroney|Chazz Palminteri|Michael Vartan|Denise Richards,Dan Ireland,121,Drama|Romance,Next Turn Productions,14
tt0893382,0.134056999999999,0,0,Mick Jagger|Keith Richards|Charlie Watts|Ronnie Wood|Christina Aguilera,Martin Scorsese,122,Documentary|Music,Concert Promotion International|Shangri-La Entertainment,21
tt0996930,0.09436,0,0,Albert Dupontel|Marie-JosÃ©e Croze|Pierre Vaneck|Alessandra Martines|FranÃ§ois Marthouret,Jean Becker,85,Thriller,StudioCanal|ICE3|France 2 CinÃ©ma,25
tt1321969,0.132306,0,0,David Tennant|David Morrissey|Dervla Kirwan|Velile Tshabalala|Ruari Mears,Andy Goddard,60,Adventure|Drama|Family|Science Fiction,BBC Cymru Wales,25
tt0804529,0.086287,2500000,107559,Leonor Varela|Jacob Vargas|Luis Fernando PeÃ±a,Alex Rivera,90,Drama|Science Fiction|Thriller,Likely Story,18
tt1528734,0.1298,0,0,Ian Brighthope|Jerome Burne|Phillip Day|Charlotte Gerson|Dr. Dan Rogers,James Colquhoun,80,Documentary,Sunfilm Entertainment,16
tt0913951,0.128781,4600000,0,Rick Yune|Lance Henriksen|Bill Moseley|Ralf Moeller|Danny Trejo,Michael Roesch|Peter Scheerer,88,Action|Fantasy|Horror,HJB Filmproduktion,13
tt0954990,0.127309999999999,15000000,317000,William Hurt|Maria Bello|Kristen Stewart|Eddie Redmayne|Veronica Russell,Udayan Prasad,102,Drama|Romance,area japan,30
tt1001562,0.13356400000000002,0,0,Larry the Cable Guy|Ivana MiliÄeviÄ‡|Jenny McCarthy|Yaphet Kotto|Peter Stormare,Charles Robert Carner,97,Action|Adventure|Comedy|Crime,Parallel Films,12
tt1315885,0.152615,0,0,Victoria Harris|Irma Monroig|Berta Ros,Andy Muschietti,3,Horror,Toma 78,11
tt1186369,0.117631,0,0,Arta Dobroshi|JÃ©rÃ©mie Renier|Fabrizio Rongione|Alban Ukaj|Morgan Marinne,Jean-Pierre Dardenne|Luc Dardenne,105,Crime|Drama,Archipel 35|Mogador Film,22
tt0922547,0.117211,0,0,Sean Young|Patrick Kilpatrick|Dylan Purcell|Cherilyn Wilson|Jeffrey Combs,William Malone,103,Horror|Thriller,Luminous Processes|Rising Storm Productions,11
tt1179855,0.113456,0,0,Roschdy Zem|Olivier Gourmet|David Saracino|Jean-Michel FÃªte|Jil Milan,Olivier Van Hoofstadt,90,Action|Crime,Sofica Europacorp|Europa Corp|Avalanche Productions|Canal+,25
tt1151309,0.111351,0,307811,Chris Bell|Mark Bellinghaus|Mike Bell,Chris Bell,105,Documentary,BSF Film,21
tt1173907,0.051507000000000004,0,0,John Anderson|David Brin|Bill Bruninga|Ron Chesser|Dr. Howard Oliver,David de Vries,94,Documentary,Flight 33 Productions,11
tt1104835,0.10724500000000001,2000000,0,Jenny Wade|Clu Gulager|Diane Ayala Goldner|Martin Klebba|Cassie Shea Watson,John Gulager,97,Action|Comedy|Horror,Neo Art & Logic|LivePlanet|Dimension Extreme,22
tt0796307,0.10473900000000001,0,23311391,Kate del Castillo|AdriÃ¡n Alonso Barona|Eugenio Derbez|America Ferrera|Angelina PelÃ¡ez,Patricia Riggen,106,Drama|Foreign,20th Century Fox,16
tt1059905,0.10378,0,0,Elizabeth McLaughlin|Ellen Marlow|Sophie Anna Everhard|Samantha Boscarino|Bridgit Mendler,Michael Lembeck,87,Comedy|Drama|Family,Alloy Entertainment,19
tt1152758,0.102845,0,0,Kurt Kuenne|Andrew Bagby|David Bagby|Kathleen Bagby|Shirley Turner,Kurt Kuenne,95,Crime|Documentary,MSNBC Films,74
tt1172060,0.10179500000000001,11000000,15500000,Bijou Phillips|James Murray|RaphaÃ«l Coleman|Owen Teale|Ty Glaser,Josef Rusnak,80,Horror,Alive Productions|Amicus Entertainment,11
tt1135493,0.101733,3000000,0,Amy Acker|Tom Wisdom|John Rhys-Davies|Arnold Vosloo|Oana Pellea,Pitof,84,Drama|Fantasy|Adventure,Media Pro Pictures,15
tt1093369,0.12131600000000001,0,0,William Ash|Christine Bottomley|Andreas Wisniewski|Claire Keelan|Stuart McQuarrie,Mark Tonderai,91,Foreign|Horror|Thriller,EM Media|UK Film Council|Screen Yorkshire|WarpX|PathÃ©,15
tt1132608,0.012003,0,0,Marilou Berry|FrÃ©dÃ©rique Bel|Chantal Lauby|Pierre-FranÃ§ois Martin-Laval|JosÃ©phine de Meaux,Allan Mauduit,93,Comedy,KarÃ© Productions,44
tt1018817,0.364854,5000000,0,Taylor Cole|Josh Henderson|Scout Taylor-Compton|Joseph McKelheer,Phil Flores|Mitchell Altieri,91,Horror,360 Pictures,11
tt0446676,0.093988,0,0,Burt Reynolds|Bret Harrison|Shannon Elizabeth|Maria Mason|Jennifer Tilly,Gil Cates Jr.,85,Comedy|Drama,Andertainment Group|Crescent City Pictures|Tag Entertainment,10
tt0804443,0.093841,22000000,0,Sarah Roemer|Jake Muxworthy|Mark Rolston|Travis Van Winkle|Ellen Hollman,David R. Ellis,93,Horror|Science Fiction,Hyde Park Films|Mad Scientist Productions,12
tt0985593,0.092419,0,0,Heather Graham|Mia Kirshner|Tom Ellis|Will Mellor|Orlando Seale,Eric Styles,104,Comedy|Romance,CoproducciÃ³n Irlanda-Alemania,12
tt1129428,0.08972000000000001,170000,0,Perry Benson|Dido Miles|Olga Fedori|Ainsley Howard|Toby Alexander,Steven Sheil,84,Horror|Thriller,EM Media|Film London|2am Films,23
tt0984200,0.089104,10000000,0,Ewan McGregor|Michelle Williams|Matthew Macfadyen|Nicholas Gleaves|Sidney Johnston,Sharon Maguire,113,Drama|Thriller|Romance,Capitol Films|Wild Bear Films|Archer Street Productions|UK Film Council|Aramid Entertainment Fund,27
tt1249300,0.088814,0,0,Drake Bell|Josh Peck|Miranda Cosgrove|Bailee Madison|Nancy Sullivan,Michael Grossman,94,Comedy,Nickelodeon Network|Schneiders Bakery,13
tt1190722,0.087966,0,0,Louis C.K.,Louis C.K.|Shannon Hartman,60,Comedy,Image Entertainment,31
tt0445939,0.085583,7000000,0,Doug Hutchison|Clancy Brown|William Mapother|Sean Patrick Thomas|Karl Geary,J.T. Petty,96,Action|Horror|Western,Blue Star Pictures,21
tt0944101,0.083339,0,0,Marianna Palka|Jason Ritter|Eric Edelstein|Martin Starr|Mark Webber,Marianna Palka,86,Comedy|Drama|Romance,Good Dick|Morning Knight|Present Pictures,18
tt0476991,0.07254,0,119563,Tanner Cohen|Judy McLane|Zelda Williams|Wendy Robie|Nathan Geist,Tom Gustafson,95,Music|Romance,Speak Productions,11
tt1077026,0.082898,0,0,Carlo Verdone|Claudia Gerini|Eva Riccobono|Vittorio Emanuele Propizio|Andrea Miglio Risi,Carlo Verdone,0,Family,Filmauro,35
tt0996966,0.329196,0,0,Phillip Adams|Glory Annen|Briony Behets|Steve Bisley|Jamie Blanks,Mark Hartley,103,Comedy|Documentary,Magnolia Pictures,10
tt1142798,0.079309,0,0,Kathy Bates|Alfre Woodard|Tyler Perry|Sanaa Lathan|Rockmond Dunbar,Tyler Perry,111,Drama|Romance,Lions Gate Films,11
tt1157605,0.161552,0,0,Steve 'Lips' Kudlow|Robb Reiner|Kevin Goocher|Glenn Gyorffy|William Howell,Sacha Gervasi,90,Documentary|Music,Zootrope Films,42
tt1094661,0.0769799999999999,0,0,Shirley MacLaine|Malcolm McDowell|Jean-Claude Dreyfus|Barbora BobuÄ¾ovÃ¡|Brigitte Boucher,Christian Duguay,139,Drama|Romance,France 2 CinÃ©ma|Lux Vide|RAI|Pampa Production|Alchemy Television,21
tt1052352,0.076837,0,0,Nora Zehetner|Kip Pardue|Nicole Gale Anderson|Deborah Grover|Matthew Edison,Mark Rosman,89,Fantasy|Family,Princessa Productions|Treehouse North Productions,10
tt0972359,0.21029299999999998,0,0,Colleen Porch|Aiden Kersh|Ridge Canipe|Sean Johnson|Holden Thomas Maynard,Lars Jacobson|Amardeep Kaleka,85,Drama|Horror|Thriller,Symposium Productions|Sweat Shop Films|Neverending Light Productions|Lab 601|RedPill Productions,10
tt1191113,0.012059,0,0,Jenna Dewan|Ashley Benson|Tatum O'Neal|Aimee Spring Fortier|Jessica Heap,Tom McLoughlin,88,Drama|TV Movie,Fox,11
tt1286124,0.077034,0,0,Miranda Cosgrove|Jennette McCurdy|Nathan Kress|Jerry Trainor|Mary Scheer,Steve Hoefer,99,Comedy|Family,Nickelodeon Network,18
tt1332128,0.067761,0,0,,Peter Joseph,123,Documentary|History|War,Gentle Machine Productions LLC,44
tt1091617,0.021371,3500000,7700000,Ben Stein|Richard Dawkins|William Dembski|Paul Zachary Myers,Nathan Frankowski,90,Documentary,Premise Media Corporation,12
tt1132474,0.064319,0,0,Denis Moschitto|Volkan Ã–zcan|Moritz Bleibtreu|Fahri YardÄ±m|Reyhan Sahin,Ã–zgÃ¼r Yildirim,92,Drama,CorazÃ³n International,16
tt1172206,0.038133,0,0,Thomas Turgoose|Piotr Jagiello|Elisa Lasowski|Kate Dickie|Perry Benson,Shane Meadows,71,Comedy|Drama,Big Arty Productions,11
tt1182887,0.06066900000000001,0,0,Heather Locklear|Robert Buckley|Vanessa Williams|Cameron Bancroft|Sam Duke,Mikael Salomon,87,Comedy|Romance|Drama,PeaceOut Productions|Sony Pictures Television|Nomadic Pictures|Von Zerneck Sertner Films,13
tt0816556,0.054939,0,0,Talia Zucker|Rosie Traynor|David Pledger|Martin Sharpe|Steve Jodrell,Joel Anderson,84,Horror|Thriller,Mungo Productions,24
tt0963207,0.049250999999999996,0,0,George Carlin,Rocco Urbisci,70,Comedy,Cable Stuff Productions,14
tt1267319,0.045194,0,0,Adrian Pasdar|Cady McClain|Amber Joy Williams|Austin Williams,Christopher Denham,77,Drama|Horror|Thriller,ModerncinÃ©,13
tt1092082,0.044583,0,0,Paul Gross|Caroline Dhavernas|Joe Dinicol|Meredith Bailey|Adam Harrington,Paul Gross,114,Drama|Romance|War|History,Rhombus Media|Damberger Film & Cattle Co|Whizbang Films|Bell Broadcast and New Media Fund,11
tt1301160,0.042151999999999995,0,0,Paul Clemens|Michael James Kacey|Fay Kato|Melissa Paladino|Brian Rohan,Richard Gale,10,Comedy|Horror,Chaotic Rampage American Pictures,14
tt1104806,0.033634,0,0,Joshua Jackson|Liane Balaban|Campbell Scott|Peter Spence|Marc Strange,Michael McGowan,94,Adventure|Drama,Mulmur Feed Company,19
tt1092016,0.033615,0,0,Selton Mello|ClÃ©o Pires|JÃºlia Lemmertz|Felipe Severo|Gillray Coutinho,Mauro Lima,124,Crime|Drama,Atitude ProduÃ§Ãµes e Empreendimentos,23
tt1174034,0.030837,0,0,FranÃ§ois-Xavier Demaison|LÃ©a Drucker|Olivier Gourmet,Antoine de Caunes,103,Comedy|Drama,Mars Distribution,10
tt1185418,0.030719,0,0,Lou Adler|Herb Alpert|Hal Blaine|Glen Campbell|Al Casey,Denny Tedesco,101,Documentary,Lunch Box Entertainment,14
tt1330219,0.142713,0,0,Larry the Cable Guy|Keith Ferguson,John Lasseter|Victor Navone|Rob Gibbs,6,Animation|Comedy,Pixar Animation Studios,11
tt1034325,0.028143,0,0,Felicity Huffman|Elle Fanning|Patricia Clarkson|Bill Pullman,Daniel Barnz,96,Drama,Silverwood Films,19
tt1013542,0.020272,0,0,Sabrina Bryan|Adrienne Bailon|Kiely Williams|Roshan Seth|Michael Steger,Paul Hoen,90,Comedy|Drama|Family|Music|TV Movie,Walt Disney Pictures|Disney Channel,36
tt0969647,0.030366000000000004,0,0,Jodi Benson|Samuel E. Wright|Sally Field|Jim Cummings|Parker Goris,Peggy Holmes,77,Family|Animation,DisneyToon Studios,100
tt0487928,0.007487000000000001,8000000,0,Lambert Wilson|Linh Äan Pháº¡m|Simona Maicanescu|Dominique Pinon|Bruno Lochet,Marc Caro,82,Science Fiction,Eskwad|StudioCanal|Wild Bunch|Canal+|CinÃ©CinÃ©ma,18
tt1286821,0.005391,0,887029,LeBron James|Romeo Travis|Sian Cotton|Willie McGee|Dru Joyce,Kristopher Belman,105,Documentary|Family,Harvey Mason Media,10
tt1127884,0.0032380000000000004,0,0,Miley Cyrus|Nick Jonas|Joe Jonas|Kevin Jonas|Kenny Ortega,Bruce Hendricks,82,Documentary|Music,Walt Disney Pictures,15
tt1057581,0.002514,500000,0,Robert Pattinson|Powell Jones|Johnny White|Mike Pearce|Jeremy Hardy,Oliver Irving,85,Comedy|Drama|Foreign,How To Be Films,11
tt1020955,0.001317,0,0,Javier CÃ¡mara|Lola DueÃ±as|Fernando Tejero|BenjamÃ­n VicuÃ±a|Luis Varela,Nacho G. Velilla,111,Comedy,TLA Releasing,13
tt0458339,7.959227999999991,140000000,370569774,Chris Evans|Hugo Weaving|Tommy Lee Jones|Hayley Atwell|Sebastian Stan,Joe Johnston,124,Action|Adventure|Science Fiction,Marvel Studios,5025
tt0780504,5.903353,15000000,76175166,Ryan Gosling|Carey Mulligan|Christina Hendricks|Albert Brooks|Bryan Cranston,Nicolas Winding Refn,100,Drama|Action|Thriller|Crime,Bold Films|Marc Platt Productions|Odd Lot Entertainment|FilmDistrict|Motel Movies,2347
tt1201607,5.711315,125000000,1327817822,Daniel Radcliffe|Rupert Grint|Emma Watson|Alan Rickman|Maggie Smith,David Yates,130,Adventure|Family|Fantasy,Warner Bros.|Heyday Films|Moving Picture Company (MPC),3750
tt1298650,4.9551300000000005,380000000,1021683000,Johnny Depp|PenÃ©lope Cruz|Geoffrey Rush|Ian McShane|Kevin McNally,Rob Marshall,136,Adventure|Action|Fantasy,Walt Disney Pictures|Jerry Bruckheimer Films|Moving Picture Company (MPC),3180
tt1318514,4.50453,93000000,482860185,Andy Serkis|Karin Konoval|Freida Pinto|James Franco|John Lithgow,Rupert Wyatt,105,Thriller|Action|Drama|Science Fiction,20th Century Fox,2578
tt0800369,4.12352,150000000,444115007,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Stellan SkarsgÃ¥rd,Kenneth Branagh,115,Adventure|Fantasy|Action,Marvel Studios|Marvel Entertainment,4485
tt1637688,3.5961879999999997,40000000,173930596,Justin Timberlake|Amanda Seyfried|Cillian Murphy|Olivia Wilde|Alex Pettyfer,Andrew Niccol,109,Action|Thriller|Science Fiction,Regency Enterprises|Strike Entertainment|New Regency Pictures,2068
tt1502404,3.355611,50000000,28931401,Nicolas Cage|Amber Heard|William Fichtner|Billy Burke|David Morse,Patrick Lussier,105,Fantasy|Thriller|Action|Crime,Summit Entertainment|Saturn Films|Nu Image Films|Millennium Films|Michael De Luca Productions,378
tt0472399,3.1866790000000003,40000000,51070807,Jason Statham|Ben Foster|Donald Sutherland|Mini Anden|Tony Goldwyn,Simon West,93,Action|Thriller|Crime,CBS Films|Millennium Films|Chartoff-Winkler Productions|Scared Productions|Nu Image Entertainment GmbH,678
tt0945513,2.9944740000000003,32000000,147332697,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga|Russell Peters|Michael Arden,Duncan Jones,93,Thriller|Science Fiction|Mystery,The Mark Gordon Company|Vendome Pictures,1668
tt1229238,2.9527400000000004,145000000,694713380,Tom Cruise|Jeremy Renner|Simon Pegg|Paula Patton|Anil Kapoor,Brad Bird,133,Action|Thriller|Adventure,Paramount Pictures|Skydance Productions|Bad Robot|TC Productions|Revolution Sun Studios,3036
tt1570728,2.924415,50000000,142851197,Steve Carell|Julianne Moore|Ryan Gosling|Emma Stone|Marisa Tomei,Glenn Ficarra|John Requa,118,Comedy|Drama|Romance,Warner Bros.,1577
tt1568346,2.776061,90000000,232617430,Daniel Craig|Rooney Mara|Christopher Plummer|Goran Visnjic|Stellan SkarsgÃ¥rd,David Fincher,158,Thriller|Crime|Mystery|Drama,Columbia Pictures|Scott Rudin Productions|Film Rites|Metro-Goldwyn-Mayer (MGM)|Yellow Bird,1679
tt1219289,2.754426,27000000,161849455,Bradley Cooper|Robert De Niro|Abbie Cornish|Andrew Howard|Anna Friel,Neil Burger,105,Thriller|Mystery|Science Fiction,Rogue Pictures|Relativity Media|Virgin Produced|Many Rivers Productions|Boy of the Year,2445
tt1302011,2.726573,150000000,665692281,Jack Black|Angelina Jolie|Dustin Hoffman|Gary Oldman|Jackie Chan,Jennifer Yuh,91,Animation|Family,DreamWorks Animation,1207
tt1564367,2.690458,80000000,214918407,Jennifer Aniston|Adam Sandler|Nicole Kidman|Bailee Madison|Griffin Gluck,Dennis Dugan,117,Romance|Comedy,Columbia Pictures|Happy Madison Productions,1010
